frequency_hz,mean_response_db,response_standard_deviation_db,mean_chirp_level_dbfs,chirp_level_standard_deviation_db,mean_noise_level_dbfs,noise_level_standard_deviation_db,mean_snr_db,response_1_db,response_2_db,response_3_db,response_4_db,response_5_db,response_6_db,response_7_db,response_8_db,chirp_level_1_dbfs,chirp_level_2_dbfs,chirp_level_3_dbfs,chirp_level_4_dbfs,chirp_level_5_dbfs,chirp_level_6_dbfs,chirp_level_7_dbfs,chirp_level_8_dbfs,noise_level_1_dbfs,noise_level_2_dbfs,noise_level_3_dbfs,noise_level_4_dbfs,noise_level_5_dbfs,noise_level_6_dbfs,noise_level_7_dbfs,noise_level_8_dbfs
16872.74549098,-45.48979799,3.17754442,-67.05412588,3.17754442,-135.68171513,0.52217347,68.62758925,-52.64594603,-46.77033593,-45.76885955,-44.82387960,-44.27939594,-43.61611564,-43.02809452,-42.98575675,-74.21027392,-68.33466382,-67.33318744,-66.38820750,-65.84372383,-65.18044353,-64.59242241,-64.55008464,-136.44422782,-135.42358946,-135.23127915,-135.37278423,-136.23361435,-136.22868327,-135.22490981,-135.29463299
16915.83166333,-45.43294794,3.11249837,-67.11865883,3.11249837,-136.42017805,0.51751725,69.30151922,-52.33339687,-46.78242914,-45.83264177,-44.90193216,-44.32867758,-43.55030623,-42.90946533,-42.82473444,-74.01910776,-68.46814003,-67.51835266,-66.58764305,-66.01438847,-65.23601712,-64.59517622,-64.51044533,-136.72931344,-137.00488208,-136.28741848,-136.14219430,-137.04245613,-136.15357024,-136.51671685,-135.48487293
16958.91783567,-45.38442563,3.02619537,-67.19486433,3.02619537,-136.45651105,0.32404126,69.26164673,-52.16590753,-46.38668442,-45.81655014,-44.94753885,-44.45451411,-43.49440321,-42.93142135,-42.87838544,-73.97634623,-68.19712311,-67.62698884,-66.75797754,-66.26495281,-65.30484190,-64.74186004,-64.68882414,-136.77116246,-136.27326039,-136.68171421,-136.69875675,-136.35886036,-135.85972679,-136.75207180,-136.25653566
17002.00400802,-45.33590332,2.94660764,-67.27106982,2.94660764,-136.47674010,0.40212849,69.20567028,-51.99841819,-45.99093970,-45.80045852,-44.99314553,-44.58035065,-43.43850018,-42.95337736,-42.93203645,-73.93358469,-67.92610620,-67.73562502,-66.92831203,-66.51551715,-65.37366668,-64.88854386,-64.86720295,-136.44279205,-136.78676653,-135.59873868,-136.64894348,-136.71618330,-136.52474070,-136.83456916,-136.26118694
17045.09018036,-45.52963604,3.12403642,-67.59417698,3.12403642,-136.36512640,0.27778714,68.77094943,-52.90783343,-45.70579378,-45.57333958,-44.97071139,-44.67626973,-43.65260283,-43.37694779,-43.37358981,-74.97237436,-67.77033471,-67.63788052,-67.03525233,-66.74081067,-65.71714376,-65.44148873,-65.43813075,-136.41398658,-136.38478414,-135.94990087,-136.56904383,-136.41252041,-136.14691449,-136.85685874,-136.18700217
17088.17635271,-45.79654997,3.42816732,-67.99186901,3.42816732,-136.09270856,0.28930276,68.10083955,-54.14256358,-45.45405791,-45.28247282,-44.92772326,-44.76315125,-43.94826968,-43.92183924,-43.93232202,-76.33788262,-67.64937695,-67.47779186,-67.12304229,-66.95847029,-66.14358872,-66.11715828,-66.12764106,-136.47338927,-135.92861930,-136.15831527,-136.20786407,-136.20177881,-136.37029234,-135.69118182,-135.71022761
17131.26252505,-46.13424194,3.76678772,-68.46100853,3.76678772,-136.54941444,0.38518665,68.08840591,-55.41912637,-45.31313654,-45.09021890,-44.97750532,-44.93027941,-44.31045919,-44.50430316,-44.52890662,-77.74589297,-67.63990313,-67.41698549,-67.30427192,-67.25704600,-66.63722578,-66.83106975,-66.85567321,-136.30212387,-136.11030844,-136.34019003,-137.00947178,-137.06124241,-136.17940222,-136.90505400,-136.48752278
17174.34869739,-47.06469997,4.04238899,-69.52852079,4.04238899,-136.38953462,0.39240219,66.86101382,-57.04603740,-46.10028656,-45.72384750,-45.80423780,-45.76947317,-45.22977586,-45.40143648,-45.44250500,-79.50985823,-68.56410738,-68.18766833,-68.26805863,-68.23329399,-67.69359668,-67.86525731,-67.90632582,-136.65609545,-136.74772840,-136.25385070,-136.47174873,-136.59437845,-136.65729025,-135.55548004,-136.17970492
17217.43486974,-47.99515800,4.32072237,-70.59603306,4.32072237,-136.24772829,0.41562728,65.65169524,-58.67294844,-46.88743658,-46.35747611,-46.63097029,-46.60866692,-46.14909252,-46.29856980,-46.35610338,-81.27382349,-69.48831163,-68.95835116,-69.23184534,-69.20954198,-68.74996758,-68.89944486,-68.95697843,-135.68475924,-136.46253962,-136.75377921,-135.67496404,-136.70724292,-136.35096080,-136.05284924,-136.29473128
17260.52104208,-48.35970458,4.00761381,-71.10054370,4.00761381,-136.19516413,0.41151994,65.09462043,-58.26585105,-47.33401235,-46.62789036,-46.96184617,-47.00639945,-46.83176422,-46.86726116,-46.98261190,-81.00669016,-70.07485146,-69.36872947,-69.70268529,-69.74723857,-69.57260333,-69.60810028,-69.72345102,-135.48468139,-136.01912888,-136.55746070,-136.61862590,-135.95760365,-136.49493316,-135.90456207,-136.52431727
17303.60721443,-48.01940336,2.96820090,-70.90383076,2.96820090,-136.52105073,0.49124003,65.61721997,-55.32537789,-47.35639982,-46.44591787,-46.67512820,-46.85428805,-47.21969247,-47.02687511,-47.25154745,-78.20980530,-70.24082723,-69.33034528,-69.55955561,-69.73871545,-70.10411987,-69.91130251,-70.13597485,-136.38715112,-135.90375759,-137.35208735,-136.70634813,-136.62410544,-136.70347992,-136.67572982,-135.81574645
17346.69338677,-47.67910213,1.96870668,-70.70711783,1.96870668,-136.50958995,0.28860076,65.80247213,-52.38490474,-47.37878730,-46.26394539,-46.38841024,-46.70217664,-47.60762072,-47.18648905,-47.52048299,-75.41292043,-70.40680299,-69.29196108,-69.41642593,-69.73019234,-70.63563641,-70.21450474,-70.54849868,-136.97039764,-136.46476508,-136.59894437,-136.36879211,-136.63436608,-136.02140047,-136.30049293,-136.71756095
17389.77955912,-47.39258452,1.46596996,-70.53716296,1.46596996,-136.31714001,0.56207781,65.77997705,-50.77998651,-47.66760224,-46.25901210,-46.34175625,-46.43710091,-47.39010414,-46.96531715,-47.29979684,-73.92456495,-70.81218067,-69.40359054,-69.48633469,-69.58167935,-70.53468258,-70.10989558,-70.44437528,-136.84666192,-135.98631419,-137.03108101,-136.18758087,-135.72195494,-135.94867628,-135.77938482,-137.03546605
17432.86573146,-47.12088484,1.14492555,-70.37458021,1.14492555,-136.36396551,0.23568111,65.98938530,-49.54302730,-48.02982065,-46.30285493,-46.36124234,-46.14090235,-47.00578135,-46.63923486,-46.94421492,-72.79672267,-71.28351603,-69.55655030,-69.61493771,-69.39459772,-70.25947672,-69.89293023,-70.19791030,-136.60808672,-136.01726826,-136.69821258,-136.46960788,-136.16899581,-136.18019454,-136.46683892,-136.30251936
17475.95190381,-46.79150733,0.93016718,-70.15807165,0.93016718,-136.37438612,0.44073526,66.21631447,-48.25641310,-48.22626097,-46.27014770,-46.27900082,-45.78176000,-46.58584065,-46.31774764,-46.61488773,-71.62297742,-71.59282530,-69.63671202,-69.64556515,-69.14832432,-69.95240497,-69.68431197,-69.98145206,-135.95974375,-135.96764995,-136.14965445,-137.23133078,-136.72315706,-136.20882029,-136.58765298,-136.16707965
17519.03807615,-46.04960793,0.71263493,-69.55587631,0.71263493,-136.37236439,0.32338437,66.81648808,-46.61465771,-47.23702750,-45.68994114,-45.46918580,-44.97243272,-45.91115452,-46.02912518,-46.47333891,-70.12092609,-70.74329587,-69.19620951,-68.97545417,-68.47870110,-69.41742290,-69.53539355,-69.97960729,-136.52300656,-136.29483550,-136.32886781,-136.85974718,-136.08003805,-136.76979542,-136.17748351,-135.94514108
17562.12424850,-45.30770854,0.75655579,-68.95368097,0.75655579,-136.13582102,0.45606295,67.18214005,-44.97290233,-46.24779402,-45.10973458,-44.65937077,-44.16310545,-45.23646839,-45.74050271,-46.33179009,-68.61887476,-69.89376644,-68.75570701,-68.30534320,-67.80907788,-68.88244082,-69.38647514,-69.97776252,-136.57684293,-135.46739688,-136.64669665,-135.96298916,-136.61469607,-136.13164202,-136.09129449,-135.59500997
17605.21042084,-44.77831453,0.96706577,-68.56725440,0.96706577,-135.90591869,0.70083488,67.33866430,-43.63661134,-45.37374602,-44.61183293,-44.06679157,-43.72920514,-44.80921684,-45.63209223,-46.36702019,-67.42555121,-69.16268588,-68.40077280,-67.85573144,-67.51814500,-68.59815671,-69.42103209,-70.15596005,-135.38787053,-135.53913114,-134.82271937,-135.69389631,-137.00978052,-135.88887435,-136.43497152,-136.47010582
17648.29659319,-44.49704820,1.23524647,-68.43276592,1.23524647,-135.51829351,0.48557370,67.08552759,-42.65698976,-44.63419205,-44.21003298,-43.72786345,-43.73366465,-44.67087734,-45.73410269,-46.60866268,-66.59270748,-68.56990978,-68.14575070,-67.66358118,-67.66938237,-68.60659506,-69.66982041,-70.54438040,-135.30244195,-135.56341053,-134.83317977,-136.01339246,-134.96472549,-135.55310528,-135.64746058,-136.26863205
17691.38276553,-44.21578187,1.57167455,-68.29827745,1.57167455,-136.01976020,0.37730823,67.72148276,-41.67736817,-43.89463809,-43.80823303,-43.38893533,-43.73812416,-44.53253784,-45.83611314,-46.85030517,-65.75986376,-67.97713367,-67.89072861,-67.47143092,-67.82061974,-68.61503342,-69.91860872,-70.93280075,-136.34524560,-135.41084439,-135.75666541,-136.00255388,-135.73532413,-136.53637615,-136.03136534,-136.33970673
17734.46893788,-43.99143956,1.67153375,-68.22652602,1.67153375,-135.64862055,0.51482416,67.42209453,-41.56735703,-43.21893903,-43.43282643,-43.10866710,-43.61436727,-44.31895495,-45.71956906,-46.95083563,-65.80244348,-67.45402549,-67.66791288,-67.34375355,-67.84945373,-68.55404141,-69.95465552,-71.18592208,-136.82528132,-135.56839884,-135.33213248,-135.20324289,-135.78323427,-135.27745736,-135.65024477,-135.54897245
17777.55511022,-43.78132827,1.73656701,-68.17045885,1.73656701,-135.45982109,0.31669995,67.28936224,-41.67474849,-42.55920371,-43.06401816,-42.84306383,-43.45855628,-44.08656123,-45.54838635,-47.01608808,-66.06387907,-66.94833429,-67.45314874,-67.23219441,-67.84768686,-68.47569181,-69.93751693,-71.40521866,-135.72061026,-135.41358954,-135.90065714,-134.87579997,-135.60740951,-135.43402869,-135.52970289,-135.19677068
17820.64128257,-43.56506936,1.83113090,-68.10928464,1.83113090,-135.71228527,0.45488167,67.60300062,-41.86798500,-41.88374506,-42.63923095,-42.53883456,-43.25894339,-43.86720657,-45.38356650,-47.08104282,-66.41220029,-66.42796035,-67.18344624,-67.08304984,-67.80315867,-68.41142186,-69.92778179,-71.62525810,-136.00828791,-135.39362398,-136.31989754,-136.17761896,-134.91634678,-135.72866370,-135.61627673,-135.53756652
17863.72745491,-43.31062432,2.00383649,-68.01638789,2.00383649,-135.64179662,0.35901129,67.62540873,-42.59445133,-41.11062039,-41.86672841,-41.99467839,-42.78725331,-43.72884464,-45.25826988,-47.14414826,-67.30021489,-65.81638395,-66.57249197,-66.70044195,-67.49301687,-68.43460820,-69.96403344,-71.84991182,-136.03557097,-135.32789848,-135.81769546,-135.34255828,-135.17963619,-135.62061330,-136.20129610,-135.60910415
17906.81362725,-43.05617929,2.27618751,-67.92349113,2.27618751,-135.58217734,0.36161731,67.65868621,-43.32091766,-40.33749571,-41.09422586,-41.45052222,-42.31556322,-43.59048271,-45.13297325,-47.20725370,-68.18822950,-65.20480755,-65.96153770,-66.31783406,-67.18287506,-68.45779455,-70.00028508,-72.07456554,-135.80112431,-135.20845145,-135.75626922,-135.65014209,-135.32993935,-135.46579940,-136.25954474,-135.18614814
17949.89979960,-42.73279860,2.39016993,-67.76537891,2.39016993,-135.63357029,0.44480671,67.86819138,-44.02080086,-39.89048482,-40.48735774,-40.89374522,-41.77667354,-43.26255589,-44.70694701,-46.82382376,-69.05338116,-64.92306513,-65.51993804,-65.92632553,-66.80925385,-68.29513620,-69.73952732,-71.85640406,-135.45912841,-134.85636595,-135.93601448,-135.41087477,-136.02192241,-135.37450084,-136.24545611,-135.76429938
17992.98597194,-42.33393530,2.34241177,-67.53585758,2.34241177,-133.86600942,1.56634991,66.33015184,-44.69157627,-39.80055942,-40.06185468,-40.32314876,-41.16420216,-42.72706080,-43.95163024,-45.95145004,-69.89349856,-65.00248171,-65.26377697,-65.52507104,-66.36612445,-67.92898309,-69.15355253,-71.15337232,-131.15081999,-132.06692671,-134.06324281,-133.88428147,-135.40167960,-134.39685478,-135.81712744,-134.14714260
18036.07214429,-41.93507199,2.39633032,-67.30633626,2.39633032,-135.10592604,0.46936098,67.79958979,-45.36235168,-39.71063403,-39.63635163,-39.75255230,-40.55173079,-42.19156571,-43.19631348,-45.07907632,-70.73361595,-65.08189829,-65.00761589,-65.12381656,-65.92299506,-67.56282998,-68.56757774,-70.45034058,-134.61925369,-134.43052833,-135.88672399,-135.45479726,-135.27185338,-134.82793361,-135.21339127,-135.14292680
18079.15831663,-41.83533990,2.33856072,-67.38258726,2.33856072,-135.60080505,0.44890861,68.21821779,-45.04448442,-39.63051906,-39.57809960,-39.67614289,-40.44201424,-42.27711094,-43.09315120,-44.94119686,-70.59173178,-65.17776642,-65.12534696,-65.22339025,-65.98926160,-67.82435830,-68.64039856,-70.48844422,-135.05847230,-136.21613523,-135.96653707,-135.80378586,-135.88599441,-135.15181249,-135.64976691,-135.07393615
18122.24448898,-41.80305897,2.25863351,-67.52778693,2.25863351,-135.33440071,0.44203351,67.80661378,-44.50368792,-39.55261625,-39.60265907,-39.71116782,-40.44566396,-42.50269468,-43.13704336,-44.96893866,-70.22841588,-65.27734421,-65.32738703,-65.43589579,-66.17039193,-68.22742264,-68.86177132,-70.69366662,-135.84825959,-135.44034069,-135.90302761,-135.57126112,-135.03166725,-135.29310618,-134.92630346,-134.66123980
18165.33066132,-41.87317211,2.18553162,-67.77670153,2.18553162,-135.44508780,0.54404680,67.66838628,-44.00015332,-39.54181863,-39.75069304,-39.86807138,-40.57690422,-42.87704495,-43.29909778,-45.07159354,-69.90368274,-65.44534805,-65.65422246,-65.77160079,-66.48043364,-68.78057437,-69.20262720,-70.97512296,-135.74102575,-135.94244318,-135.30947217,-135.46066853,-135.81810819,-135.93921551,-134.94746476,-134.40230433
18208.41683367,-42.50292185,2.10211924,-68.59247185,2.10211924,-135.60581551,0.48998047,67.01334366,-43.70027425,-39.89778564,-40.57357900,-40.69110463,-41.40549274,-44.06448130,-44.10697008,-45.58368714,-69.78982425,-65.98733565,-66.66312900,-66.78065464,-67.49504274,-70.15403131,-70.19652008,-71.67323715,-135.69407886,-136.46531171,-135.60307528,-135.11253050,-135.55500627,-135.67669548,-135.90460858,-134.83521740
18251.50300601,-43.13267158,2.11284277,-69.40824218,2.11284277,-135.80992327,0.39952306,66.40168109,-43.40039517,-40.25375264,-41.39646495,-41.51413788,-42.23408125,-45.25191765,-44.91484237,-46.09578074,-69.67596577,-66.52932324,-67.67203555,-67.78970848,-68.50965185,-71.52748825,-71.19041297,-72.37135134,-135.49699601,-135.38769172,-136.29273647,-136.31240818,-135.96626755,-135.31031267,-136.05287608,-135.66009751
18294.58917836,-44.15442802,2.33890508,-70.62045740,2.33890508,-135.84673475,0.40638484,65.22627734,-43.63658480,-40.79536062,-42.43741455,-42.61220396,-43.45157255,-47.14350473,-46.24340625,-46.91537670,-70.10261418,-67.26139000,-68.90344393,-69.07823335,-69.91760194,-73.60953412,-72.70943564,-73.38140608,-135.58902414,-135.47358699,-135.19426131,-136.40785180,-136.13340324,-136.19184599,-135.93908342,-135.84482109
18337.67535070,-45.57878593,2.77780688,-72.23983225,2.77780688,-135.86484433,0.37003001,63.62501208,-44.42333147,-41.52762688,-43.70232139,-43.99273618,-45.06847753,-49.75827365,-48.10673447,-48.05078588,-71.08437780,-68.18867320,-70.36336771,-70.65378250,-71.72952385,-76.41931997,-74.76778079,-74.71183220,-135.60063060,-135.44275313,-136.66215441,-135.78858899,-135.76827875,-136.06422897,-135.72386022,-135.86825955
18380.76152305,-47.00314384,3.27370613,-73.85920710,3.27370613,-135.10719806,0.89151575,61.24799096,-45.21007815,-42.25989314,-44.96722823,-45.37326839,-46.68538251,-52.37304257,-49.97006269,-49.18619506,-72.06614141,-69.11595640,-71.82329149,-72.22933165,-73.54144577,-79.22910583,-76.82612595,-76.04225831,-134.32748604,-133.36621422,-136.08451818,-135.51900314,-135.21137097,-135.96065169,-135.34504321,-135.04329701
18423.84769539,-48.43496420,3.83611522,-75.45461659,3.83611522,-135.93786219,0.31095069,60.48324560,-45.86945250,-43.57077334,-46.23212802,-46.74688365,-47.93406470,-55.73964867,-51.48582754,-49.90093518,-72.88910489,-70.59042573,-73.25178041,-73.76653604,-74.95371709,-82.75930106,-78.50547993,-76.92058757,-136.14172750,-136.22469933,-136.35592132,-135.37679134,-135.75511407,-135.91137953,-135.76928938,-135.96797510
18466.93386774,-49.86829140,4.50854553,-77.04518692,4.50854553,-135.68071045,0.40391169,58.63552353,-46.50310745,-44.99848906,-47.49702639,-48.11910221,-49.10839421,-59.25806804,-52.93141132,-50.53073252,-73.68000297,-72.17538458,-74.67392191,-75.29599773,-76.28528973,-86.43496356,-80.10830684,-77.70762805,-135.99444008,-135.28755815,-136.25545994,-136.05368349,-135.32964210,-135.34219205,-135.30346605,-135.87924173
18510.02004008,-51.10279045,4.87598640,-78.44358068,4.87598640,-135.81109655,0.42925852,57.36751587,-47.32058365,-46.31547754,-48.71308070,-49.59183395,-50.34822203,-61.71872690,-53.91370235,-50.90069650,-74.66137388,-73.65626776,-76.05387092,-76.93262417,-77.68901225,-89.05951713,-81.25449258,-78.24148672,-135.65601795,-136.09470614,-136.34941406,-135.30155012,-136.20375835,-136.12113966,-135.29216328,-135.47002282
18553.10621242,-51.37110900,3.56943630,-78.90811638,3.56943630,-135.66865913,0.53085695,56.76054275,-49.03131633,-47.09440086,-49.69178345,-51.55299694,-51.90633071,-59.03933081,-52.64468019,-50.00803272,-76.56832370,-74.63140824,-77.22879083,-79.09000432,-79.44333809,-86.57633819,-80.18168757,-77.54504010,-136.36933360,-135.06960894,-136.42986355,-135.88786808,-135.75325021,-135.20447599,-135.43153407,-135.20333856
18596.19238477,-51.63942755,2.71231567,-79.37265208,2.71231567,-135.72144250,0.42077232,56.34879042,-50.74204900,-47.87332418,-50.67048621,-53.51415993,-53.46443940,-56.35993472,-51.37565803,-49.11536894,-78.47527353,-75.60654871,-78.40371074,-81.24738446,-81.19766393,-84.09315926,-79.10888257,-76.84859347,-136.19815633,-135.14914796,-135.78486250,-135.67538746,-136.44018942,-135.63301295,-135.41710648,-135.47367690
18639.27855711,-51.88568077,2.64410924,-79.82035825,2.64410924,-135.93898663,0.51694087,56.11862838,-51.62335429,-48.53979783,-51.44823376,-55.24449758,-54.81257958,-54.17707295,-50.64908019,-48.59082996,-79.55803177,-76.47447531,-79.38291124,-83.17917506,-82.74725706,-82.11175043,-78.58375767,-76.52550744,-136.75698448,-135.86128310,-136.07400680,-136.33879440,-135.45890267,-135.05516879,-136.01341394,-135.95333889
18682.36472946,-52.11067732,2.97892139,-80.25185167,2.97892139,-135.76601601,0.40752837,55.51416434,-51.70563006,-49.09794299,-52.03239095,-56.75246946,-55.95844643,-52.47254790,-50.44506650,-48.42092430,-79.84680441,-77.23911734,-80.17356529,-84.89364381,-84.09962077,-80.61372225,-78.58624085,-76.56209864,-136.48301826,-135.57446867,-135.98433591,-135.67692221,-136.07908458,-135.62867303,-135.13343156,-135.56819388
18725.45090180,-52.33567388,3.56433297,-80.68334509,3.56433297,-135.66186352,0.46263153,54.97851844,-51.78790584,-49.65608816,-52.61654813,-58.26044135,-57.10431327,-50.76802286,-50.24105282,-48.25101863,-80.13557704,-78.00375936,-80.96421934,-86.60811255,-85.45198448,-79.11569406,-78.58872402,-76.59868984,-136.39952386,-135.55592204,-135.41759359,-135.96417755,-136.08782414,-135.63887675,-135.03562056,-135.19536968
18768.53707415,-51.52363933,3.83257076,-80.08695137,3.83257076,-135.55913941,0.38597837,55.47218804,-49.20851614,-49.92622344,-52.95055020,-57.86032159,-56.49479018,-49.16527454,-49.17325237,-47.41018619,-77.77182818,-78.48953548,-81.51386224,-86.42363362,-85.05810222,-77.72858658,-77.73656441,-75.97349823,-135.40498876,-135.65005564,-135.26565410,-136.39819909,-135.62516463,-135.50105793,-135.09864863,-135.52934649
18811.62324649,-50.52572185,4.26739144,-79.30631373,4.26739144,-135.87463061,0.23792819,56.56831688,-46.15203546,-50.14473432,-53.23971314,-57.11818540,-55.57062173,-47.58076923,-47.95062222,-46.44909329,-74.93262734,-78.92532620,-82.02030502,-85.89877729,-84.35121361,-76.36136112,-76.73121411,-75.22968517,-135.79964521,-135.91036241,-135.74686187,-135.98626264,-136.14420981,-135.48998662,-136.21028900,-135.70942734
18854.70941884,-49.49262761,4.57591152,-78.49262237,4.57591152,-136.05492535,0.22012381,57.56230298,-43.47373140,-50.06013170,-53.16647656,-55.93878956,-54.37616331,-46.12249903,-46.97520478,-45.82802451,-72.47372616,-79.06012646,-82.16647132,-84.93878432,-83.37615807,-75.12249379,-75.97519954,-74.82801928,-136.14578367,-136.06531741,-135.97605756,-135.75834488,-136.07739450,-135.82533138,-136.11176055,-136.47941283
18897.79559118,-48.30626321,3.64170220,-77.53491118,3.64170220,-136.18088401,0.51814947,58.64597283,-42.44319692,-48.65482029,-51.51421351,-52.85419094,-52.00401291,-45.21425324,-47.07692843,-46.68848945,-71.67184488,-77.88346826,-80.74286148,-82.08283890,-81.23266088,-74.44290121,-76.30557639,-75.91713741,-136.64594698,-135.71892504,-136.27587818,-136.38467969,-136.51576097,-135.87538180,-135.26067623,-136.76982319
18940.88176353,-47.11989882,2.96514407,-76.57719999,2.96514407,-136.26930186,0.41068441,59.69210187,-41.41266244,-47.24950888,-49.86195046,-49.76959231,-49.63186252,-44.30600745,-47.17865208,-47.54895438,-70.86996361,-76.70681005,-79.31925163,-79.22689348,-79.08916369,-73.76330862,-76.63595325,-77.00625555,-136.45292744,-135.75180253,-135.71566693,-136.48131680,-136.93896415,-136.40115388,-136.04216843,-136.37041472
18983.96793587,-46.63411265,2.93646622,-76.32640554,2.93646622,-136.15066423,0.38947494,59.82425869,-40.49751909,-46.46879555,-48.58826604,-47.95050512,-48.34364024,-44.10191469,-48.13579655,-48.98646391,-70.18981199,-76.16108844,-78.28055893,-77.64279801,-78.03593313,-73.79420758,-77.82808944,-78.67875680,-135.49990473,-136.38462092,-136.13103529,-136.41253516,-136.60005464,-136.27236849,-135.62128816,-136.28350643
19027.05410822,-46.78133625,3.48669028,-76.71434805,3.48669028,-135.95425534,0.32395816,59.23990730,-39.68663779,-46.25243986,-47.65664758,-47.27487494,-48.03480478,-44.53406171,-49.86585933,-50.94536397,-69.61964959,-76.18545166,-77.58965938,-77.20788675,-77.96781658,-74.46707352,-79.79887114,-80.87837577,-136.41699967,-136.24955871,-135.37662164,-136.12709861,-136.01811449,-135.77329634,-135.78587231,-135.88648097
19070.14028056,-46.92855984,4.27240352,-77.10229056,4.27240352,-135.73280895,0.43912379,58.63051839,-38.87575649,-46.03608418,-46.72502912,-46.59924477,-47.72596932,-44.96620874,-51.59592211,-52.90426403,-69.04948720,-76.20981489,-76.89875983,-76.77297548,-77.89970003,-75.13993945,-81.76965283,-83.07799474,-135.50460684,-134.97127770,-135.72197208,-135.70722843,-136.09588503,-135.46218323,-136.00463428,-136.39468400
19113.22645291,-47.23670814,5.23107397,-77.66228084,5.23107397,-135.19349101,0.83234357,57.53121016,-38.44932969,-45.36130507,-45.89419700,-46.04391804,-47.62902474,-45.91938960,-56.02577791,-52.57072304,-68.87490240,-75.78687778,-76.31976971,-76.46949074,-78.05459745,-76.34496231,-86.45135062,-82.99629575,-133.28874874,-134.77602772,-135.59465942,-135.55264972,-135.28146594,-135.65793410,-135.58783830,-135.80860412
19156.31262525,-47.57018717,6.60393926,-78.24935273,6.60393926,-135.51160065,0.39543084,57.26224792,-38.08341887,-44.61436673,-45.07922940,-45.50752795,-47.56543336,-46.95458505,-60.88060112,-51.87633484,-68.76258444,-75.29353229,-75.75839496,-76.18669352,-78.24459892,-77.63375061,-91.55976668,-82.55550040,-135.10651199,-135.41187277,-135.13342195,-135.50066358,-135.97015629,-135.59591444,-136.18631790,-135.18794625
19199.39879760,-47.87755259,7.37664874,-78.81311010,7.37664874,-135.73043500,0.56847617,56.91732490,-37.82659504,-44.15003896,-44.71719457,-45.36996169,-48.06067528,-48.81146615,-63.39927848,-50.68521055,-68.76215256,-75.08559648,-75.65275208,-76.30551920,-78.99623279,-79.74702366,-94.33483600,-81.62076806,-136.29236450,-136.10060361,-135.83825576,-135.20180488,-136.19821553,-136.18463845,-135.19550799,-134.83208925
19242.48496994,-48.08218159,5.78066349,-79.28514330,5.78066349,-135.41538144,0.54097201,56.13023814,-37.99894236,-44.79756073,-46.13709257,-46.80145226,-50.75448508,-53.90103154,-56.72706629,-47.53982189,-69.20190407,-76.00052244,-77.34005428,-78.00441397,-81.95744679,-85.10399325,-87.93002800,-78.74278360,-136.50301156,-135.73613951,-134.98920130,-135.52422228,-135.54910036,-134.86104463,-134.98181645,-135.17851540
19285.57114228,-48.28681059,6.21545611,-79.75717650,6.21545611,-135.03246326,0.30768099,55.27528676,-38.17128967,-45.44508249,-47.55699058,-48.23294283,-53.44829489,-58.99059694,-50.05485409,-44.39443324,-69.64165558,-76.91544840,-79.02735649,-79.70330874,-84.91866080,-90.46096285,-81.52522000,-75.86479914,-135.24307903,-135.06348974,-134.67426450,-135.12918594,-135.12652144,-135.52379637,-134.56326151,-134.93610757
19328.65731463,-48.10987678,6.62174506,-79.85570830,6.62174506,-134.88889923,0.25665292,55.03319092,-38.17107342,-45.54285436,-49.89826349,-49.72864727,-54.86776920,-58.59208135,-45.91762484,-42.16070029,-69.91690494,-77.28868588,-81.64409502,-81.47447879,-86.61360072,-90.33791287,-77.66345637,-73.90653182,-135.05129571,-135.12798172,-134.77473776,-134.85797294,-135.16826873,-134.69309111,-135.02665712,-134.41118872
19371.74348697,-47.60964836,6.48933331,-79.63777587,6.48933331,-134.89763076,0.46810698,55.25985489,-38.02464566,-45.17482829,-53.02020873,-51.27875951,-55.20751097,-53.54356610,-43.92826293,-40.69940470,-70.05277317,-77.20295579,-85.04833624,-83.30688701,-87.23563848,-85.57169360,-75.95639043,-72.72753221,-135.47938588,-135.32277084,-134.92596620,-135.37557074,-134.75805819,-134.74198256,-134.28372454,-134.29358712
19414.82965932,-47.10941995,7.23709046,-79.41984343,7.23709046,-134.80771102,0.31830755,55.38786759,-37.87821791,-44.80680222,-56.14215398,-52.82887175,-55.54725274,-48.49505085,-41.93890101,-39.23810911,-70.18864140,-77.11722570,-88.45257746,-85.13929523,-87.85767623,-80.80547434,-74.24932450,-71.54853260,-135.12266069,-135.00153596,-134.99121134,-135.17695202,-134.60092544,-134.62694721,-134.24721725,-134.69423825
19457.91583166,-45.92880488,6.67082873,-78.48167363,6.67082873,-134.63420879,0.34414951,56.15253516,-38.13204794,-43.91610810,-55.16881174,-51.28384852,-52.97725659,-46.68464614,-40.87894567,-38.38877435,-70.68491669,-76.46897685,-87.72168049,-83.83671727,-85.53012534,-79.23751489,-73.43181442,-70.94164310,-134.89971630,-134.72159526,-134.57877954,-135.17035010,-134.16907238,-134.66463105,-134.72075838,-134.14876733
19501.00200401,-44.65540982,5.91206765,-77.44528965,5.91206765,-133.14551035,0.89327634,55.70022070,-38.44045858,-42.95414107,-53.63702121,-49.31676136,-50.01047799,-45.31580195,-39.94572759,-37.62288880,-71.23033841,-75.74402090,-86.42690103,-82.10664119,-82.80035782,-78.10568178,-72.73560742,-70.41276863,-133.98216202,-131.62747535,-132.43403326,-132.92793882,-133.29640568,-134.54310598,-133.01886765,-133.33409401
